name,group,kind,nnz,rows,cols,link
mk11-b4,JGD_Homology,Combinatorial Problem,51975,10395,17325,https://sparse.tamu.edu/MM/JGD_Homology/mk11-b4.tar.gz
mk11-b4b,JGD_Homology,Combinatorial Problem,47250,9450,17325,https://sparse.tamu.edu/MM/JGD_Homology/mk11-b4b.tar.gz
mk12-b1,JGD_Homology,Combinatorial Problem,2970,1485,66,https://sparse.tamu.edu/MM/JGD_Homology/mk12-b1.tar.gz
mk12-b2,JGD_Homology,Combinatorial Problem,41580,13860,1485,https://sparse.tamu.edu/MM/JGD_Homology/mk12-b2.tar.gz
mk12-b3,JGD_Homology,Combinatorial Problem,207900,51975,13860,https://sparse.tamu.edu/MM/JGD_Homology/mk12-b3.tar.gz
mk12-b4,JGD_Homology,Combinatorial Problem,311850,62370,51975,https://sparse.tamu.edu/MM/JGD_Homology/mk12-b4.tar.gz
mk12-b5,JGD_Homology,Combinatorial Problem,62370,10395,62370,https://sparse.tamu.edu/MM/JGD_Homology/mk12-b5.tar.gz
mk13-b5,JGD_Homology,Combinatorial Problem,810810,135135,270270,https://sparse.tamu.edu/MM/JGD_Homology/mk13-b5.tar.gz
mk9-b1,JGD_Homology,Combinatorial Problem,756,378,36,https://sparse.tamu.edu/MM/JGD_Homology/mk9-b1.tar.gz
mk9-b2,JGD_Homology,Combinatorial Problem,3780,1260,378,https://sparse.tamu.edu/MM/JGD_Homology/mk9-b2.tar.gz
mk9-b3,JGD_Homology,Combinatorial Problem,3780,945,1260,https://sparse.tamu.edu/MM/JGD_Homology/mk9-b3.tar.gz
n2c6-b10,JGD_Homology,Combinatorial Problem,330,30,306,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b10.tar.gz
n2c6-b1,JGD_Homology,Combinatorial Problem,210,105,15,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b1.tar.gz
n2c6-b2,JGD_Homology,Combinatorial Problem,1365,455,105,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b2.tar.gz
n2c6-b3,JGD_Homology,Combinatorial Problem,5460,1365,455,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b3.tar.gz
n2c6-b4,JGD_Homology,Combinatorial Problem,15015,3003,1365,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b4.tar.gz
n2c6-b5,JGD_Homology,Combinatorial Problem,29670,4945,3003,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b5.tar.gz
n2c6-b6,JGD_Homology,Combinatorial Problem,40005,5715,4945,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b6.tar.gz
n2c6-b7,JGD_Homology,Combinatorial Problem,31920,3990,5715,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b7.tar.gz
n2c6-b8,JGD_Homology,Combinatorial Problem,13230,1470,3990,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b8.tar.gz
n2c6-b9,JGD_Homology,Combinatorial Problem,3060,306,1470,https://sparse.tamu.edu/MM/JGD_Homology/n2c6-b9.tar.gz
n3c4-b1,JGD_Homology,Combinatorial Problem,30,15,6,https://sparse.tamu.edu/MM/JGD_Homology/n3c4-b1.tar.gz
n3c4-b2,JGD_Homology,Combinatorial Problem,60,20,15,https://sparse.tamu.edu/MM/JGD_Homology/n3c4-b2.tar.gz
n3c4-b3,JGD_Homology,Combinatorial Problem,60,15,20,https://sparse.tamu.edu/MM/JGD_Homology/n3c4-b3.tar.gz
n3c4-b4,JGD_Homology,Combinatorial Problem,30,6,15,https://sparse.tamu.edu/MM/JGD_Homology/n3c4-b4.tar.gz
n3c5-b1,JGD_Homology,Combinatorial Problem,90,45,10,https://sparse.tamu.edu/MM/JGD_Homology/n3c5-b1.tar.gz
n3c5-b2,JGD_Homology,Combinatorial Problem,360,120,45,https://sparse.tamu.edu/MM/JGD_Homology/n3c5-b2.tar.gz
n3c5-b3,JGD_Homology,Combinatorial Problem,840,210,120,https://sparse.tamu.edu/MM/JGD_Homology/n3c5-b3.tar.gz
n3c5-b4,JGD_Homology,Combinatorial Problem,1260,252,210,https://sparse.tamu.edu/MM/JGD_Homology/n3c5-b4.tar.gz
n3c5-b5,JGD_Homology,Combinatorial Problem,1260,210,252,https://sparse.tamu.edu/MM/JGD_Homology/n3c5-b5.tar.gz
n3c5-b6,JGD_Homology,Combinatorial Problem,840,120,210,https://sparse.tamu.edu/MM/JGD_Homology/n3c5-b6.tar.gz
n3c5-b7,JGD_Homology,Combinatorial Problem,240,30,120,https://sparse.tamu.edu/MM/JGD_Homology/n3c5-b7.tar.gz
n3c6-b10,JGD_Homology,Combinatorial Problem,7425,675,2511,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b10.tar.gz
n3c6-b1,JGD_Homology,Combinatorial Problem,210,105,105,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b1.tar.gz
n3c6-b11,JGD_Homology,Combinatorial Problem,720,60,675,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b11.tar.gz
n3c6-b2,JGD_Homology,Combinatorial Problem,1365,455,105,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b2.tar.gz
n3c6-b3,JGD_Homology,Combinatorial Problem,5460,1365,455,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b3.tar.gz
n3c6-b4,JGD_Homology,Combinatorial Problem,15015,3003,1365,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b4.tar.gz
n3c6-b5,JGD_Homology,Combinatorial Problem,30030,5005,3003,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b5.tar.gz
n3c6-b6,JGD_Homology,Combinatorial Problem,45045,6435,5005,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b6.tar.gz
n3c6-b7,JGD_Homology,Combinatorial Problem,51480,6435,6435,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b7.tar.gz
n3c6-b8,JGD_Homology,Combinatorial Problem,44415,4935,6435,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b8.tar.gz
n3c6-b9,JGD_Homology,Combinatorial Problem,25110,2511,4935,https://sparse.tamu.edu/MM/JGD_Homology/n3c6-b9.tar.gz
n4c5-b10,JGD_Homology,Combinatorial Problem,1320,120,630,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b10.tar.gz
n4c5-b1,JGD_Homology,Combinatorial Problem,210,105,15,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b1.tar.gz
n4c5-b11,JGD_Homology,Combinatorial Problem,120,10,120,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b11.tar.gz
n4c5-b2,JGD_Homology,Combinatorial Problem,1365,455,105,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b2.tar.gz
n4c5-b3,JGD_Homology,Combinatorial Problem,5400,1350,455,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b3.tar.gz
n4c5-b4,JGD_Homology,Combinatorial Problem,14260,2852,1350,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b4.tar.gz
n4c5-b5,JGD_Homology,Combinatorial Problem,26040,4340,2852,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b5.tar.gz
n4c5-b6,JGD_Homology,Combinatorial Problem,33145,4735,4340,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b6.tar.gz
n4c5-b7,JGD_Homology,Combinatorial Problem,29080,3635,4735,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b7.tar.gz
n4c5-b8,JGD_Homology,Combinatorial Problem,17055,1895,3635,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b8.tar.gz
n4c5-b9,JGD_Homology,Combinatorial Problem,6300,630,1895,https://sparse.tamu.edu/MM/JGD_Homology/n4c5-b9.tar.gz
n4c6-b10,JGD_Homology,Combinatorial Problem,1456422,132402,186558,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b10.tar.gz
n4c6-b11,JGD_Homology,Combinatorial Problem,830820,69235,132402,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b11.tar.gz
n4c6-b1,JGD_Homology,Combinatorial Problem,420,210,21,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b1.tar.gz
n4c6-b12,JGD_Homology,Combinatorial Problem,332865,25605,69235,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b12.tar.gz
n4c6-b13,JGD_Homology,Combinatorial Problem,88200,6300,25605,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b13.tar.gz
n4c6-b14,JGD_Homology,Combinatorial Problem,13800,920,6300,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b14.tar.gz
n4c6-b15,JGD_Homology,Combinatorial Problem,960,60,920,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b15.tar.gz
n4c6-b2,JGD_Homology,Combinatorial Problem,3990,1330,210,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b2.tar.gz
n4c6-b3,JGD_Homology,Combinatorial Problem,23880,5970,1330,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b3.tar.gz
n4c6-b4,JGD_Homology,Combinatorial Problem,100290,20058,5970,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b4.tar.gz
n4c6-b5,JGD_Homology,Combinatorial Problem,310878,51813,20058,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b5.tar.gz
n4c6-b6,JGD_Homology,Combinatorial Problem,728805,104115,51813,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b6.tar.gz
n4c6-b7,JGD_Homology,Combinatorial Problem,1305720,163215,104115,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b7.tar.gz
n4c6-b8,JGD_Homology,Combinatorial Problem,1790055,198895,163215,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b8.tar.gz
n4c6-b9,JGD_Homology,Combinatorial Problem,1865580,186558,198895,https://sparse.tamu.edu/MM/JGD_Homology/n4c6-b9.tar.gz
shar_te2-b1,JGD_Homology,Combinatorial Problem,34320,17160,286,https://sparse.tamu.edu/MM/JGD_Homology/shar_te2-b1.tar.gz
shar_te2-b2,JGD_Homology,Combinatorial Problem,600600,200200,17160,https://sparse.tamu.edu/MM/JGD_Homology/shar_te2-b2.tar.gz
shar_te2-b3,JGD_Homology,Combinatorial Problem,800800,200200,200200,https://sparse.tamu.edu/MM/JGD_Homology/shar_te2-b3.tar.gz
case39,QY,Power Network Problem Sequence,1042160,40216,40216,https://sparse.tamu.edu/MM/QY/case39.tar.gz
Trec3,JGD_Kocay,Combinatorial Problem,1,1,2,https://sparse.tamu.edu/MM/JGD_Kocay/Trec3.tar.gz
Trec4,JGD_Kocay,Combinatorial Problem,3,2,3,https://sparse.tamu.edu/MM/JGD_Kocay/Trec4.tar.gz
Trec5,JGD_Kocay,Combinatorial Problem,12,3,7,https://sparse.tamu.edu/MM/JGD_Kocay/Trec5.tar.gz
Trec6,JGD_Kocay,Combinatorial Problem,40,6,15,https://sparse.tamu.edu/MM/JGD_Kocay/Trec6.tar.gz
Trec7,JGD_Kocay,Combinatorial Problem,147,11,36,https://sparse.tamu.edu/MM/JGD_Kocay/Trec7.tar.gz
Trec8,JGD_Kocay,Combinatorial Problem,549,23,84,https://sparse.tamu.edu/MM/JGD_Kocay/Trec8.tar.gz
Trec9,JGD_Kocay,Combinatorial Problem,2147,47,201,https://sparse.tamu.edu/MM/JGD_Kocay/Trec9.tar.gz
Trec10,JGD_Kocay,Combinatorial Problem,8612,106,478,https://sparse.tamu.edu/MM/JGD_Kocay/Trec10.tar.gz
Trec11,JGD_Kocay,Combinatorial Problem,35705,235,1138,https://sparse.tamu.edu/MM/JGD_Kocay/Trec11.tar.gz
Trec12,JGD_Kocay,Combinatorial Problem,151219,551,2726,https://sparse.tamu.edu/MM/JGD_Kocay/Trec12.tar.gz
Trec13,JGD_Kocay,Combinatorial Problem,654517,1301,6561,https://sparse.tamu.edu/MM/JGD_Kocay/Trec13.tar.gz
Trec14,JGD_Kocay,Combinatorial Problem,2872265,3159,15905,https://sparse.tamu.edu/MM/JGD_Kocay/Trec14.tar.gz
cat_ears_2_1,JGD_Margulies,Combinatorial Problem,254,85,85,https://sparse.tamu.edu/MM/JGD_Margulies/cat_ears_2_1.tar.gz
cat_ears_2_4,JGD_Margulies,Combinatorial Problem,7982,1009,2689,https://sparse.tamu.edu/MM/JGD_Margulies/cat_ears_2_4.tar.gz
cat_ears_3_1,JGD_Margulies,Combinatorial Problem,542,204,181,https://sparse.tamu.edu/MM/JGD_Margulies/cat_ears_3_1.tar.gz
cat_ears_3_4,JGD_Margulies,Combinatorial Problem,39592,5226,13271,https://sparse.tamu.edu/MM/JGD_Margulies/cat_ears_3_4.tar.gz
cat_ears_4_1,JGD_Margulies,Combinatorial Problem,938,377,313,https://sparse.tamu.edu/MM/JGD_Margulies/cat_ears_4_1.tar.gz
cat_ears_4_4,JGD_Margulies,Combinatorial Problem,132888,19020,44448,https://sparse.tamu.edu/MM/JGD_Margulies/cat_ears_4_4.tar.gz
flower_4_1,JGD_Margulies,Combinatorial Problem,386,121,129,https://sparse.tamu.edu/MM/JGD_Margulies/flower_4_1.tar.gz
flower_4_4,JGD_Margulies,Combinatorial Problem,16466,1837,5529,https://sparse.tamu.edu/MM/JGD_Margulies/flower_4_4.tar.gz
flower_5_1,JGD_Margulies,Combinatorial Problem,602,211,201,https://sparse.tamu.edu/MM/JGD_Margulies/flower_5_1.tar.gz
flower_5_4,JGD_Margulies,Combinatorial Problem,43942,5226,14721,https://sparse.tamu.edu/MM/JGD_Margulies/flower_5_4.tar.gz
flower_7_1,JGD_Margulies,Combinatorial Problem,1178,463,393,https://sparse.tamu.edu/MM/JGD_Margulies/flower_7_1.tar.gz
flower_7_4,JGD_Margulies,Combinatorial Problem,202218,27693,67593,https://sparse.tamu.edu/MM/JGD_Margulies/flower_7_4.tar.gz
flower_8_1,JGD_Margulies,Combinatorial Problem,1538,625,513,https://sparse.tamu.edu/MM/JGD_Margulies/flower_8_1.tar.gz
flower_8_4,JGD_Margulies,Combinatorial Problem,375266,55081,125361,https://sparse.tamu.edu/MM/JGD_Margulies/flower_8_4.tar.gz
kneser_10_4_1,JGD_Margulies,Combinatorial Problem,992252,349651,330751,https://sparse.tamu.edu/MM/JGD_Margulies/kneser_10_4_1.tar.gz
kneser_6_2_1,JGD_Margulies,Combinatorial Problem,2027,601,676,https://sparse.tamu.edu/MM/JGD_Margulies/kneser_6_2_1.tar.gz
kneser_8_3_1,JGD_Margulies,Combinatorial Problem,47042,15737,15681,https://sparse.tamu.edu/MM/JGD_Margulies/kneser_8_3_1.tar.gz
wheel_3_1,JGD_Margulies,Combinatorial Problem,74,21,25,https://sparse.tamu.edu/MM/JGD_Margulies/wheel_3_1.tar.gz
wheel_4_1,JGD_Margulies,Combinatorial Problem,122,36,41,https://sparse.tamu.edu/MM/JGD_Margulies/wheel_4_1.tar.gz
wheel_5_1,JGD_Margulies,Combinatorial Problem,182,57,61,https://sparse.tamu.edu/MM/JGD_Margulies/wheel_5_1.tar.gz
wheel_601,JGD_Margulies,Combinatorial Problem,2170814,902103,723605,https://sparse.tamu.edu/MM/JGD_Margulies/wheel_601.tar.gz
wheel_6_1,JGD_Margulies,Combinatorial Problem,254,83,85,https://sparse.tamu.edu/MM/JGD_Margulies/wheel_6_1.tar.gz
wheel_7_1,JGD_Margulies,Combinatorial Problem,338,114,113,https://sparse.tamu.edu/MM/JGD_Margulies/wheel_7_1.tar.gz
rel3,JGD_Relat,Combinatorial Problem,18,12,5,https://sparse.tamu.edu/MM/JGD_Relat/rel3.tar.gz
rel4,JGD_Relat,Combinatorial Problem,104,66,12,https://sparse.tamu.edu/MM/JGD_Relat/rel4.tar.gz
rel5,JGD_Relat,Combinatorial Problem,656,340,35,https://sparse.tamu.edu/MM/JGD_Relat/rel5.tar.gz
rel6,JGD_Relat,Combinatorial Problem,5101,2340,157,https://sparse.tamu.edu/MM/JGD_Relat/rel6.tar.gz
rel7,JGD_Relat,Combinatorial Problem,50636,21924,1045,https://sparse.tamu.edu/MM/JGD_Relat/rel7.tar.gz
rel8,JGD_Relat,Combinatorial Problem,821839,345688,12347,https://sparse.tamu.edu/MM/JGD_Relat/rel8.tar.gz
rel9,JGD_Relat,Combinatorial Problem,23667183,9888048,274669,https://sparse.tamu.edu/MM/JGD_Relat/rel9.tar.gz
relat3,JGD_Relat,Combinatorial Problem,24,12,5,https://sparse.tamu.edu/MM/JGD_Relat/relat3.tar.gz
relat4,JGD_Relat,Combinatorial Problem,172,66,12,https://sparse.tamu.edu/MM/JGD_Relat/relat4.tar.gz
relat5,JGD_Relat,Combinatorial Problem,1058,340,35,https://sparse.tamu.edu/MM/JGD_Relat/relat5.tar.gz
relat6,JGD_Relat,Combinatorial Problem,8108,2340,157,https://sparse.tamu.edu/MM/JGD_Relat/relat6.tar.gz
relat7b,JGD_Relat,Combinatorial Problem,81355,21924,1045,https://sparse.tamu.edu/MM/JGD_Relat/relat7b.tar.gz
relat7,JGD_Relat,Combinatorial Problem,81355,21924,1045,https://sparse.tamu.edu/MM/JGD_Relat/relat7.tar.gz
relat8,JGD_Relat,Combinatorial Problem,1334038,345688,12347,https://sparse.tamu.edu/MM/JGD_Relat/relat8.tar.gz
relat9,JGD_Relat,Combinatorial Problem,38955420,12360060,549336,https://sparse.tamu.edu/MM/JGD_Relat/relat9.tar.gz
D_5,JGD_SL6,Combinatorial Problem,1832,434,115,https://sparse.tamu.edu/MM/JGD_SL6/D_5.tar.gz
D_6,JGD_SL6,Combinatorial Problem,6491,970,435,https://sparse.tamu.edu/MM/JGD_SL6/D_6.tar.gz
D_7,JGD_SL6,Combinatorial Problem,12714,1270,971,https://sparse.tamu.edu/MM/JGD_SL6/D_7.tar.gz
D_8,JGD_SL6,Combinatorial Problem,14966,1132,1271,https://sparse.tamu.edu/MM/JGD_SL6/D_8.tar.gz
D_9,JGD_SL6,Combinatorial Problem,12395,815,1133,https://sparse.tamu.edu/MM/JGD_SL6/D_9.tar.gz
D_10,JGD_SL6,Combinatorial Problem,7614,460,816,https://sparse.tamu.edu/MM/JGD_SL6/D_10.tar.gz
D_11,JGD_SL6,Combinatorial Problem,2952,169,461,https://sparse.tamu.edu/MM/JGD_SL6/D_11.tar.gz
08blocks,JGD_SPG,Combinatorial Problem,592,300,300,https://sparse.tamu.edu/MM/JGD_SPG/08blocks.tar.gz
EX1,JGD_SPG,Combinatorial Problem,8736,560,560,https://sparse.tamu.edu/MM/JGD_SPG/EX1.tar.gz
EX2,JGD_SPG,Combinatorial Problem,8736,560,560,https://sparse.tamu.edu/MM/JGD_SPG/EX2.tar.gz
EX3,JGD_SPG,Combinatorial Problem,71760,2600,2600,https://sparse.tamu.edu/MM/JGD_SPG/EX3.tar.gz
EX4,JGD_SPG,Combinatorial Problem,71760,2600,2600,https://sparse.tamu.edu/MM/JGD_SPG/EX4.tar.gz
EX5,JGD_SPG,Combinatorial Problem,295680,6545,6545,https://sparse.tamu.edu/MM/JGD_SPG/EX5.tar.gz
EX6,JGD_SPG,Combinatorial Problem,295680,6545,6545,https://sparse.tamu.edu/MM/JGD_SPG/EX6.tar.gz
abtaha2,JGD_Taha,Combinatorial Problem,137228,37932,331,https://sparse.tamu.edu/MM/JGD_Taha/abtaha2.tar.gz
abtaha1,JGD_Taha,Combinatorial Problem,51307,14596,209,https://sparse.tamu.edu/MM/JGD_Taha/abtaha1.tar.gz
Trefethen_20b,JGD_Trefethen,Combinatorial Problem,147,19,19,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_20b.tar.gz
Trefethen_20,JGD_Trefethen,Combinatorial Problem,158,20,20,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_20.tar.gz
Trefethen_150,JGD_Trefethen,Combinatorial Problem,2040,150,150,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_150.tar.gz
Trefethen_200b,JGD_Trefethen,Combinatorial Problem,2873,199,199,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_200b.tar.gz
Trefethen_200,JGD_Trefethen,Combinatorial Problem,2890,200,200,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_200.tar.gz
Trefethen_300,JGD_Trefethen,Combinatorial Problem,4678,300,300,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_300.tar.gz
Trefethen_500,JGD_Trefethen,Combinatorial Problem,8478,500,500,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_500.tar.gz
Trefethen_700,JGD_Trefethen,Combinatorial Problem,12654,700,700,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_700.tar.gz
Trefethen_2000,JGD_Trefethen,Combinatorial Problem,41906,2000,2000,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_2000.tar.gz
Trefethen_20000b,JGD_Trefethen,Combinatorial Problem,554435,19999,19999,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_20000b.tar.gz
Trefethen_20000,JGD_Trefethen,Combinatorial Problem,554466,20000,20000,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_20000.tar.gz
case9,QY,Power Network Problem Sequence,147972,14454,14454,https://sparse.tamu.edu/MM/QY/case9.tar.gz
mono_500Hz,FreeFieldTechnologies,Acoustics Problem,5033796,169410,169410,https://sparse.tamu.edu/MM/FreeFieldTechnologies/mono_500Hz.tar.gz
Freescale1,Freescale,Circuit Simulation Problem,17052626,3428755,3428755,https://sparse.tamu.edu/MM/Freescale/Freescale1.tar.gz
Maragal_8,NYPA,Least Squares Problem,1308415,33212,75077,https://sparse.tamu.edu/MM/NYPA/Maragal_8.tar.gz
sls,Bates,Least Squares Problem,6804304,1748122,62729,https://sparse.tamu.edu/MM/Bates/sls.tar.gz
TSOPF_RS_b2383,TSOPF,Power Network Problem,16171169,38120,38120,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b2383.tar.gz
TSOPF_FS_b300,TSOPF,Power Network Problem,4400122,29214,29214,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300.tar.gz
TSOPF_FS_b162_c1,TSOPF,Power Network Problem,608540,10798,10798,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b162_c1.tar.gz
TSOPF_FS_b162_c3,TSOPF,Power Network Problem,1801300,30798,30798,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b162_c3.tar.gz
TSOPF_FS_b162_c4,TSOPF,Power Network Problem,2398220,40798,40798,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b162_c4.tar.gz
TSOPF_FS_b300_c1,TSOPF,Power Network Problem,4400122,29214,29214,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300_c1.tar.gz
TSOPF_FS_b300_c2,TSOPF,Power Network Problem,8767466,56814,56814,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300_c2.tar.gz
TSOPF_FS_b300_c3,TSOPF,Power Network Problem,13135930,84414,84414,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300_c3.tar.gz
TSOPF_FS_b39_c19,TSOPF,Power Network Problem,1977600,76216,76216,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b39_c19.tar.gz
TSOPF_FS_b39_c30,TSOPF,Power Network Problem,3121160,120216,120216,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b39_c30.tar.gz
TSOPF_FS_b39_c7,TSOPF,Power Network Problem,730080,28216,28216,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b39_c7.tar.gz
TSOPF_FS_b9_c1,TSOPF,Power Network Problem,25032,2454,2454,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b9_c1.tar.gz
TSOPF_FS_b9_c6,TSOPF,Power Network Problem,147972,14454,14454,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b9_c6.tar.gz
TSOPF_RS_b162_c1,TSOPF,Power Network Problem,205399,5374,5374,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b162_c1.tar.gz
TSOPF_RS_b162_c3,TSOPF,Power Network Problem,610299,15374,15374,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b162_c3.tar.gz
TSOPF_RS_b162_c4,TSOPF,Power Network Problem,812749,20374,20374,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b162_c4.tar.gz
TSOPF_RS_b2052_c1,TSOPF,Power Network Problem,6761100,25626,25626,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b2052_c1.tar.gz
TSOPF_RS_b2383_c1,TSOPF,Power Network Problem,16171169,38120,38120,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b2383_c1.tar.gz
TSOPF_RS_b300_c1,TSOPF,Power Network Problem,1474325,14538,14538,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b300_c1.tar.gz
TSOPF_RS_b300_c2,TSOPF,Power Network Problem,2943887,28338,28338,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b300_c2.tar.gz
TSOPF_RS_b300_c3,TSOPF,Power Network Problem,4413449,42138,42138,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b300_c3.tar.gz
TSOPF_RS_b39_c19,TSOPF,Power Network Problem,684206,38098,38098,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b39_c19.tar.gz
TSOPF_RS_b39_c30,TSOPF,Power Network Problem,1079986,60098,60098,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b39_c30.tar.gz
TSOPF_RS_b39_c7,TSOPF,Power Network Problem,252446,14098,14098,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b39_c7.tar.gz
TSOPF_RS_b678_c1,TSOPF,Power Network Problem,4396289,18696,18696,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b678_c1.tar.gz
TSOPF_RS_b678_c2,TSOPF,Power Network Problem,8781949,35696,35696,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b678_c2.tar.gz
TSOPF_RS_b9_c6,TSOPF,Power Network Problem,54082,7224,7224,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b9_c6.tar.gz
fem_hifreq_circuit,Lee,Electromagnetics Problem,20239237,491100,491100,https://sparse.tamu.edu/MM/Lee/fem_hifreq_circuit.tar.gz
connectus,Buss,Undirected Bipartite Graph,1127525,512,394792,https://sparse.tamu.edu/MM/Buss/connectus.tar.gz
image_interp,Yoshiyasu,Computer Graphics/Vision Problem,711683,240000,120000,https://sparse.tamu.edu/MM/Yoshiyasu/image_interp.tar.gz
mesh_deform,Yoshiyasu,Computer Graphics/Vision Problem,853829,234023,9393,https://sparse.tamu.edu/MM/Yoshiyasu/mesh_deform.tar.gz
130bit,Priebel,Combinatorial Problem,6120,584,575,https://sparse.tamu.edu/MM/Priebel/130bit.tar.gz
145bit,Priebel,Combinatorial Problem,11315,1002,993,https://sparse.tamu.edu/MM/Priebel/145bit.tar.gz
162bit,Priebel,Combinatorial Problem,37118,3606,3597,https://sparse.tamu.edu/MM/Priebel/162bit.tar.gz
176bit,Priebel,Combinatorial Problem,82270,7441,7431,https://sparse.tamu.edu/MM/Priebel/176bit.tar.gz
192bit,Priebel,Combinatorial Problem,154303,13691,13682,https://sparse.tamu.edu/MM/Priebel/192bit.tar.gz
208bit,Priebel,Combinatorial Problem,299756,24430,24421,https://sparse.tamu.edu/MM/Priebel/208bit.tar.gz
TS,MathWorks,Counter Example Problem,45262,2142,2142,https://sparse.tamu.edu/MM/MathWorks/TS.tar.gz
thermomech_TC,Botonakis,Thermal Problem,711558,102158,102158,https://sparse.tamu.edu/MM/Botonakis/thermomech_TC.tar.gz
thermomech_TK,Botonakis,Thermal Problem,711558,102158,102158,https://sparse.tamu.edu/MM/Botonakis/thermomech_TK.tar.gz
